,,,beacon,x,y,,,,,,,
1523149552987,0,9873,2,0.957,0.07,1.85,1,0.967,3,1.166,4,0.314
1523149553050,63,9936,5,0.688,-0.006,1.85,1,0.723,3,1.03,4,0.536
1523149553050,0,9936,2,0.957,0.07,1.85,1,0.966,3,1.163,4,0.316
1523149553081,31,9967,5,0.715,-0.009,1.85,1,0.723,3,1.03,4,0.536
1523149553081,0,9967,2,0.957,0.07,1.85,1,0.966,3,1.163,4,0.316
1523149553081,0,9967,5,0.715,-0.009,1.85,1,0.723,3,1.03,4,0.536
1523149553097,16,9983,2,0.957,0.07,1.85,1,0.966,3,1.163,4,0.316
1523149553097,0,9983,5,0.715,-0.009,1.85,1,0.723,3,1.03,4,0.536
1523149553112,15,9998,2,0.957,0.07,1.85,1,0.966,3,1.163,4,0.316
1523149553112,0,9998,5,0.715,-0.009,1.85,1,0.723,3,1.03,4,0.536
1523149553112,0,9998,2,0.957,0.07,1.85,1,0.966,3,1.163,4,0.316
1523149553112,0,9998,5,0.715,-0.009,1.85,1,0.728,3,1.03,4,0.536
1523149553128,16,10014,5,0.715,-0.009,1.85,1,0.728,3,1.03,4,0.536
1523149553128,0,10014,2,0.957,0.07,1.85,1,0.966,3,1.163,4,0.316
1523149553128,0,10014,5,0.715,-0.009,1.85,1,0.728,3,1.03,4,0.536
1523149553143,15,10029,2,0.957,0.07,1.85,1,0.966,3,1.163,4,0.316
1523149553143,0,10029,5,0.715,-0.009,1.85,1,0.728,3,1.03,4,0.536
1523149553190,47,10076,2,0.957,0.07,1.85,1,0.966,3,1.163,4,0.316
1523149553190,0,10076,5,0.715,-0.009,1.85,1,0.728,3,1.024,4,0.533
1523149553190,0,10076,2,0.957,0.07,1.85,1,0.966,3,1.163,4,0.316
1523149553206,16,10092,5,0.715,-0.009,1.85,1,0.728,3,1.024,4,0.533
1523149553206,0,10092,2,0.957,0.07,1.85,1,0.966,3,1.163,4,0.316
1523149553237,31,10123,5,0.715,-0.009,1.85,1,0.728,3,1.024,4,0.533
1523149553237,0,10123,2,0.957,0.07,1.85,1,0.966,3,1.163,4,0.316
1523149553237,0,10123,5,0.715,-0.009,1.85,1,0.728,3,1.024,4,0.533
1523149553237,0,10123,2,0.956,0.073,1.85,1,0.966,3,1.163,4,0.316
1523149553253,16,10139,2,0.956,0.073,1.85,1,0.966,3,1.163,4,0.316
1523149553253,0,10139,5,0.715,-0.009,1.85,1,0.728,3,1.024,4,0.533
1523149553300,47,10186,2,0.956,0.073,1.85,1,0.966,3,1.163,4,0.316
1523149553300,0,10186,5,0.715,-0.009,1.85,1,0.728,3,1.024,4,0.533
1523149553300,0,10186,2,0.956,0.073,1.85,1,0.966,3,1.163,4,0.316
1523149553347,47,10233,5,0.715,-0.009,1.85,1,0.728,3,1.024,4,0.533
1523149553347,0,10233,2,0.956,0.073,1.85,1,0.967,3,1.166,4,0.312
1523149553378,31,10264,5,0.719,0.004,1.85,1,0.728,3,1.024,4,0.533
1523149553378,0,10264,2,0.956,0.073,1.85,1,0.967,3,1.166,4,0.312
1523149553393,15,10279,5,0.719,0.004,1.85,1,0.728,3,1.024,4,0.533
1523149553393,0,10279,2,0.956,0.073,1.85,1,0.967,3,1.166,4,0.312
1523149553393,0,10279,5,0.719,0.004,1.85,1,0.728,3,1.024,4,0.533
1523149553502,109,10388,2,0.956,0.073,1.85,1,0.967,3,1.166,4,0.312
1523149553502,0,10388,5,0.719,0.004,1.85,1,0.728,3,1.024,4,0.533
1523149553534,32,10420,2,0.958,0.07,1.85,1,0.967,3,1.166,4,0.312
1523149553534,0,10420,5,0.719,0.004,1.85,1,0.727,3,1.019,4,0.534
1523149553534,0,10420,2,0.958,0.07,1.85,1,0.967,3,1.166,4,0.312
1523149553549,15,10435,5,0.719,0.004,1.85,1,0.727,3,1.019,4,0.534
1523149553549,0,10435,2,0.958,0.07,1.85,1,0.967,3,1.166,4,0.312
1523149553565,16,10451,5,0.719,0.004,1.85,1,0.727,3,1.019,4,0.534
1523149553565,0,10451,2,0.958,0.07,1.85,1,0.966,3,1.166,4,0.312
1523149553690,125,10576,5,0.718,0.008,1.85,1,0.727,3,1.019,4,0.534
1523149553690,0,10576,2,0.958,0.07,1.85,1,0.966,3,1.166,4,0.312
1523149553690,0,10576,5,0.718,0.008,1.85,1,0.727,3,1.019,4,0.534
1523149553690,0,10576,2,0.958,0.07,1.85,1,0.966,3,1.168,4,0.312
1523149553721,31,10607,2,0.958,0.07,1.85,1,0.966,3,1.168,4,0.312
1523149553721,0,10607,5,0.718,0.008,1.85,1,0.727,3,1.019,4,0.534
1523149553721,0,10607,2,0.958,0.07,1.85,1,0.966,3,1.168,4,0.312
1523149553721,0,10607,5,0.718,0.008,1.85,1,0.724,3,1.025,4,0.534
1523149553799,78,10685,5,0.718,0.008,1.85,1,0.724,3,1.025,4,0.534
1523149553799,0,10685,2,0.958,0.07,1.85,1,0.966,3,1.168,4,0.312
1523149553815,16,10701,5,0.718,0.008,1.85,1,0.724,3,1.025,4,0.534
1523149553815,0,10701,2,0.958,0.07,1.85,1,0.966,3,1.168,4,0.312
1523149553815,0,10701,5,0.718,0.008,1.85,1,0.724,3,1.025,4,0.534
1523149553877,62,10763,2,0.957,0.065,1.85,1,0.966,3,1.168,4,0.312
1523149553877,0,10763,5,0.718,0.008,1.85,1,0.724,3,1.025,4,0.534
1523149553893,16,10779,2,0.957,0.065,1.85,1,0.973,3,1.168,4,0.312
1523149553893,0,10779,5,0.718,0.008,1.85,1,0.724,3,1.025,4,0.534
1523149553893,0,10779,2,0.957,0.065,1.85,1,0.973,3,1.168,4,0.312
1523149553955,62,10841,5,0.718,0.008,1.85,1,0.724,3,1.025,4,0.534
1523149553955,0,10841,2,0.957,0.065,1.85,1,0.973,3,1.168,4,0.312
1523149554034,79,10920,5,0.716,-0.002,1.85,1,0.724,3,1.025,4,0.534
1523149554034,0,10920,2,0.957,0.065,1.85,1,0.973,3,1.168,4,0.311
1523149554034,0,10920,5,0.716,-0.002,1.85,1,0.724,3,1.025,4,0.534
1523149554034,0,10920,5,0.716,-0.002,1.85,1,0.725,3,1.027,4,0.534
1523149554112,78,10998,2,0.957,0.065,1.85,1,0.973,3,1.168,4,0.311
1523149554112,0,10998,5,0.716,-0.002,1.85,1,0.725,3,1.027,4,0.534
1523149554112,0,10998,2,0.957,0.065,1.85,1,0.973,3,1.168,4,0.311
1523149554143,31,11029,5,0.716,-0.002,1.85,1,0.725,3,1.027,4,0.547
1523149554143,0,11029,2,0.963,0.074,1.85,1,0.973,3,1.168,4,0.311
1523149554143,0,11029,5,0.716,-0.002,1.85,1,0.725,3,1.027,4,0.547
1523149554159,16,11045,5,0.716,-0.002,1.85,1,0.725,3,1.027,4,0.547
1523149554159,0,11045,2,0.963,0.074,1.85,1,0.973,3,1.168,4,0.311
1523149554159,0,11045,5,0.716,-0.002,1.85,1,0.725,3,1.027,4,0.547
1523149554159,0,11045,2,0.963,0.074,1.85,1,0.96,3,1.168,4,0.311
1523149554174,15,11060,5,0.716,-0.002,1.85,1,0.725,3,1.027,4,0.547
1523149554174,0,11060,2,0.963,0.074,1.85,1,0.96,3,1.168,4,0.311
1523149554190,16,11076,5,0.716,-0.002,1.85,1,0.725,3,1.027,4,0.547
1523149554190,0,11076,2,0.963,0.074,1.85,1,0.96,3,1.168,4,0.311
1523149554190,0,11076,5,0.716,-0.002,1.85,1,0.725,3,1.027,4,0.547
1523149554190,0,11076,2,0.963,0.074,1.85,1,0.96,3,1.185,4,0.314
1523149554284,94,11170,2,0.963,0.074,1.85,1,0.96,3,1.185,4,0.314
1523149554284,0,11170,5,0.711,-0.004,1.85,1,0.725,3,1.027,4,0.547
1523149554284,0,11170,2,0.963,0.074,1.85,1,0.96,3,1.185,4,0.314
1523149554299,15,11185,5,0.711,-0.004,1.85,1,0.725,3,1.027,4,0.547
1523149554299,0,11185,2,0.963,0.074,1.85,1,0.96,3,1.185,4,0.314
1523149554299,0,11185,5,0.711,-0.004,1.85,1,0.725,3,1.027,4,0.547
1523149554346,47,11232,5,0.711,-0.004,1.85,1,0.725,3,1.027,4,0.547
1523149554346,0,11232,2,0.963,0.074,1.85,1,0.96,3,1.185,4,0.314
1523149554346,0,11232,5,0.711,-0.004,1.85,1,0.725,3,1.027,4,0.547
1523149554393,47,11279,2,0.963,0.074,1.85,1,0.96,3,1.185,4,0.314
1523149554393,0,11279,5,0.711,-0.004,1.85,1,0.724,3,1.026,4,0.569
1523149554440,47,11326,2,0.952,0.029,1.85,1,0.96,3,1.185,4,0.314
1523149554440,0,11326,5,0.711,-0.004,1.85,1,0.724,3,1.026,4,0.569
1523149554440,0,11326,2,0.952,0.029,1.85,1,0.96,3,1.185,4,0.314
1523149554502,62,11388,5,0.711,-0.004,1.85,1,0.724,3,1.026,4,0.569
1523149554502,0,11388,2,0.952,0.029,1.85,1,0.96,3,1.185,4,0.314
1523149554549,47,11435,5,0.711,-0.004,1.85,1,0.724,3,1.026,4,0.569
1523149554549,0,11435,2,0.952,0.029,1.85,1,0.979,3,1.176,4,0.314
1523149554549,0,11435,5,0.711,-0.004,1.85,1,0.724,3,1.026,4,0.569
1523149554581,32,11467,2,0.952,0.029,1.85,1,0.979,3,1.176,4,0.314
1523149554581,0,11467,5,0.7,-0.004,1.85,1,0.724,3,1.026,4,0.569
1523149554596,15,11482,2,0.952,0.029,1.85,1,0.979,3,1.176,4,0.314
1523149554596,0,11482,5,0.7,-0.004,1.85,1,0.724,3,1.026,4,0.569
1523149554596,0,11482,2,0.952,0.029,1.85,1,0.979,3,1.176,4,0.314
1523149554690,94,11576,5,0.7,-0.004,1.85,1,0.724,3,1.026,4,0.569
1523149554690,0,11576,2,0.952,0.029,1.85,1,0.979,3,1.176,4,0.314
1523149554705,15,11591,5,0.7,-0.004,1.85,1,0.723,3,1.018,4,0.559
1523149554705,0,11591,2,0.952,0.029,1.85,1,0.979,3,1.176,4,0.314
1523149554737,32,11623,5,0.7,-0.004,1.85,1,0.723,3,1.018,4,0.559
1523149554737,0,11623,2,0.967,0.07,1.85,1,0.979,3,1.176,4,0.314
1523149554737,0,11623,5,0.7,-0.004,1.85,1,0.723,3,1.018,4,0.559
1523149554752,15,11638,2,0.967,0.07,1.85,1,0.979,3,1.176,4,0.314
1523149554752,0,11638,5,0.7,-0.004,1.85,1,0.723,3,1.018,4,0.559
1523149554846,94,11732,2,0.967,0.07,1.85,1,0.979,3,1.176,4,0.314
1523149554846,0,11732,5,0.7,-0.004,1.85,1,0.723,3,1.018,4,0.559
1523149554846,0,11732,2,0.967,0.07,1.85,1,0.979,3,1.176,4,0.314
1523149554877,31,11763,5,0.704,0.006,1.85,1,0.723,3,1.018,4,0.559
1523149554877,0,11763,2,0.967,0.07,1.85,1,0.974,3,1.18,4,0.351
1523149554893,16,11779,5,0.704,0.006,1.85,1,0.723,3,1.018,4,0.559
1523149554893,0,11779,2,0.967,0.07,1.85,1,0.974,3,1.18,4,0.351
1523149554909,16,11795,5,0.704,0.006,1.85,1,0.723,3,1.018,4,0.559
1523149554909,0,11795,2,0.967,0.07,1.85,1,0.974,3,1.18,4,0.351
1523149554909,0,11795,5,0.704,0.006,1.85,1,0.723,3,1.018,4,0.559
1523149555002,93,11888,2,0.967,0.07,1.85,1,0.974,3,1.18,4,0.351
1523149555002,0,11888,5,0.704,0.006,1.85,1,0.723,3,1.018,4,0.559
1523149555034,32,11920,2,0.953,0.056,1.85,1,0.974,3,1.18,4,0.351
1523149555034,0,11920,5,0.704,0.006,1.85,1,0.721,3,1.026,4,0.586
1523149555034,0,11920,2,0.953,0.056,1.85,1,0.974,3,1.18,4,0.351
1523149555049,15,11935,5,0.704,0.006,1.85,1,0.721,3,1.026,4,0.586
1523149555049,0,11935,2,0.953,0.056,1.85,1,0.974,3,1.18,4,0.351
1523149555049,0,11935,5,0.704,0.006,1.85,1,0.721,3,1.026,4,0.586
1523149555190,141,12076,5,0.69,-0.008,1.85,1,0.721,3,1.026,4,0.586
1523149555190,0,12076,2,0.953,0.056,1.85,1,0.974,3,1.18,4,0.351
1523149555190,0,12076,5,0.69,-0.008,1.85,1,0.721,3,1.026,4,0.586
1523149555205,15,12091,2,0.953,0.056,1.85,1,0.952,3,1.122,4,0.351
1523149555205,0,12091,5,0.69,-0.008,1.85,1,0.721,3,1.026,4,0.586
1523149555205,0,12091,2,0.953,0.056,1.85,1,0.952,3,1.122,4,0.351
1523149555221,16,12107,3,-0.005,0.718,1.85,,,,,,
1523149555221,0,12107,4,1.238,0,1.85,,,,,,
1523149555221,0,12107,5,0.69,-0.008,1.85,1,0.721,3,1.026,4,0.586
1523149555221,0,12107,1,0,0,1.85,,,,,,
1523149555221,0,12107,2,0.953,0.056,1.85,1,0.952,3,1.122,4,0.351
1523149555221,0,12107,5,0.69,-0.008,1.85,1,0.723,3,1.026,4,0.586
1523149555252,31,12138,5,0.69,-0.008,1.85,1,0.723,3,1.026,4,0.586
1523149555252,0,12138,2,0.953,0.056,1.85,1,0.952,3,1.122,4,0.351
1523149555252,0,12138,5,0.69,-0.008,1.85,1,0.723,3,1.026,4,0.586
1523149555299,47,12185,2,0.953,0.056,1.85,1,0.952,3,1.122,4,0.351
1523149555299,0,12185,5,0.69,-0.008,1.85,1,0.723,3,1.027,4,0.531
1523149555299,0,12185,2,0.953,0.056,1.85,1,0.952,3,1.122,4,0.351
1523149555315,16,12201,5,0.69,-0.008,1.85,1,0.723,3,1.027,4,0.531
1523149555315,0,12201,2,0.953,0.056,1.85,1,0.952,3,1.122,4,0.351
1523149555331,16,12217,5,0.69,-0.008,1.85,1,0.723,3,1.027,4,0.531
1523149555331,0,12217,2,0.936,0.12,1.85,1,0.952,3,1.122,4,0.351
1523149555346,15,12232,5,0.69,-0.008,1.85,1,0.723,3,1.027,4,0.531
1523149555346,0,12232,2,0.936,0.12,1.85,1,0.952,3,1.122,4,0.351
1523149555346,0,12232,5,0.69,-0.008,1.85,1,0.723,3,1.027,4,0.531
1523149555362,16,12248,2,0.936,0.12,1.85,1,0.952,3,1.122,4,0.351
1523149555362,0,12248,5,0.69,-0.008,1.85,1,0.723,3,1.027,4,0.531
1523149555362,0,12248,2,0.936,0.12,1.85,1,0.952,3,1.122,4,0.351
1523149555377,15,12263,5,0.69,-0.008,1.85,1,0.723,3,1.027,4,0.531
1523149555377,0,12263,2,0.936,0.12,1.85,1,0.875,3,1.122,4,0.351
1523149555377,0,12263,5,0.69,-0.008,1.85,1,0.723,3,1.027,4,0.531
1523149555377,0,12263,2,0.936,0.12,1.85,1,0.875,3,1.074,4,0.351
1523149555456,79,12342,5,0.69,-0.008,1.85,1,0.723,3,1.027,4,0.531
1523149555456,0,12342,2,0.936,0.12,1.85,1,0.875,3,1.074,4,0.351
1523149555456,0,12342,5,0.69,-0.008,1.85,1,0.723,3,1.027,4,0.531
1523149555487,31,12373,2,0.936,0.12,1.85,1,0.875,3,1.074,4,0.408
1523149555487,0,12373,5,0.717,-0.006,1.85,1,0.723,3,1.027,4,0.531
1523149555537,50,12423,2,0.936,0.12,1.85,1,0.875,3,1.074,4,0.408
1523149555537,0,12423,5,0.717,-0.006,1.85,1,0.723,3,1.027,4,0.531
1523149555537,0,12423,2,0.936,0.12,1.85,1,0.875,3,1.074,4,0.408
1523149555549,12,12435,5,0.717,-0.006,1.85,1,0.722,3,1.019,4,0.531
1523149555549,0,12435,2,0.936,0.12,1.85,1,0.875,3,1.074,4,0.408
1523149555627,78,12513,5,0.717,-0.006,1.85,1,0.722,3,1.019,4,0.531
1523149555627,0,12513,2,0.861,0.094,1.85,1,0.875,3,1.074,4,0.408
1523149555643,16,12529,5,0.717,-0.006,1.85,1,0.722,3,1.019,4,0.534
1523149555643,0,12529,2,0.861,0.094,1.85,1,0.875,3,1.074,4,0.408
1523149555643,0,12529,5,0.717,-0.006,1.85,1,0.722,3,1.019,4,0.534
1523149555705,62,12591,2,0.861,0.094,1.85,1,0.875,3,1.074,4,0.408
1523149555705,0,12591,5,0.717,-0.006,1.85,1,0.722,3,1.019,4,0.534
1523149555752,47,12638,2,0.861,0.094,1.85,1,0.811,3,0.989,4,0.488
1523149555752,0,12638,5,0.717,-0.006,1.85,1,0.722,3,1.019,4,0.534
1523149555752,0,12638,2,0.861,0.094,1.85,1,0.811,3,0.989,4,0.488
1523149555783,31,12669,5,0.715,0.003,1.85,1,0.722,3,1.019,4,0.534
1523149555783,0,12669,2,0.861,0.094,1.85,1,0.811,3,0.989,4,0.488
1523149555799,16,12685,5,0.715,0.003,1.85,1,0.722,3,1.019,4,0.534
1523149555799,0,12685,2,0.861,0.094,1.85,1,0.811,3,0.989,4,0.488
1523149555908,109,12794,5,0.715,0.003,1.85,1,0.722,3,1.019,4,0.534
1523149555908,0,12794,2,0.861,0.094,1.85,1,0.811,3,0.989,4,0.488
1523149555908,0,12794,5,0.715,0.003,1.85,1,0.722,3,1.019,4,0.534
1523149555908,0,12794,5,0.715,0.003,1.85,1,0.725,3,1.032,4,0.542
1523149555939,31,12825,2,0.789,0.141,1.85,1,0.811,3,0.989,4,0.488
1523149555939,0,12825,5,0.715,0.003,1.85,1,0.725,3,1.032,4,0.542
1523149555939,0,12825,2,0.789,0.141,1.85,1,0.811,3,0.989,4,0.488
1523149555955,16,12841,5,0.715,0.003,1.85,1,0.725,3,1.032,4,0.542
1523149555955,0,12841,2,0.789,0.141,1.85,1,0.811,3,0.989,4,0.488
1523149556049,94,12935,5,0.715,0.003,1.85,1,0.725,3,1.032,4,0.542
1523149556049,0,12935,2,0.789,0.141,1.85,1,0.811,3,0.989,4,0.488
1523149556080,31,12966,5,0.713,-0.011,1.85,1,0.725,3,1.032,4,0.542
1523149556080,0,12966,2,0.789,0.141,1.85,1,0.747,3,0.914,4,0.559
1523149556080,0,12966,5,0.713,-0.011,1.85,1,0.725,3,1.032,4,0.542
1523149556096,16,12982,2,0.789,0.141,1.85,1,0.747,3,0.914,4,0.559
1523149556096,0,12982,5,0.713,-0.011,1.85,1,0.725,3,1.032,4,0.542
1523149556111,15,12997,2,0.789,0.141,1.85,1,0.747,3,0.914,4,0.559
1523149556111,0,12997,5,0.713,-0.011,1.85,1,0.725,3,1.032,4,0.542
1523149556111,0,12997,2,0.789,0.141,1.85,1,0.747,3,0.914,4,0.559
1523149556205,94,13091,5,0.713,-0.011,1.85,1,0.72,3,1.032,4,0.542
1523149556205,0,13091,2,0.789,0.141,1.85,1,0.747,3,0.914,4,0.559
1523149556236,31,13122,5,0.713,-0.011,1.85,1,0.72,3,1.027,4,0.536
1523149556236,0,13122,2,0.719,0.17,1.85,1,0.747,3,0.914,4,0.559
1523149556236,0,13122,5,0.713,-0.011,1.85,1,0.72,3,1.027,4,0.536
1523149556252,16,13138,2,0.719,0.17,1.85,1,0.747,3,0.914,4,0.559
1523149556252,0,13138,5,0.713,-0.011,1.85,1,0.72,3,1.027,4,0.536
1523149556268,16,13154,2,0.719,0.17,1.85,1,0.747,3,0.914,4,0.559
1523149556268,0,13154,5,0.713,-0.011,1.85,1,0.72,3,1.027,4,0.536
1523149556268,0,13154,2,0.719,0.17,1.85,1,0.747,3,0.914,4,0.559
1523149556346,78,13232,5,0.713,-0.011,1.85,1,0.72,3,1.027,4,0.536
1523149556346,0,13232,2,0.719,0.17,1.85,1,0.747,3,0.914,4,0.559
1523149556377,31,13263,5,0.713,-0.009,1.85,1,0.72,3,1.027,4,0.536
1523149556377,0,13263,2,0.719,0.17,1.85,1,0.687,3,0.843,4,0.648
1523149556393,16,13279,5,0.713,-0.009,1.85,1,0.72,3,1.027,4,0.536
1523149556393,0,13279,2,0.719,0.17,1.85,1,0.687,3,0.843,4,0.648
1523149556393,0,13279,5,0.713,-0.009,1.85,1,0.72,3,1.027,4,0.536
1523149556408,15,13294,2,0.719,0.17,1.85,1,0.687,3,0.843,4,0.648
1523149556408,0,13294,5,0.713,-0.009,1.85,1,0.72,3,1.027,4,0.536
1523149556408,0,13294,2,0.719,0.17,1.85,1,0.687,3,0.843,4,0.648
1523149556424,16,13310,5,0.713,-0.009,1.85,1,0.726,3,1.027,4,0.536
1523149556424,0,13310,2,0.719,0.17,1.85,1,0.687,3,0.843,4,0.648
1523149556424,0,13310,5,0.713,-0.009,1.85,1,0.726,3,1.027,4,0.536
1523149556455,31,13341,2,0.719,0.17,1.85,1,0.687,3,0.843,4,0.648
1523149556455,0,13341,5,0.713,-0.009,1.85,1,0.726,3,1.027,4,0.536
1523149556502,47,13388,2,0.719,0.17,1.85,1,0.687,3,0.843,4,0.648
1523149556502,0,13388,5,0.713,-0.009,1.85,1,0.726,3,1.028,4,0.535
1523149556502,0,13388,2,0.719,0.17,1.85,1,0.687,3,0.843,4,0.648
1523149556533,31,13419,5,0.713,-0.009,1.85,1,0.726,3,1.028,4,0.535
1523149556533,0,13419,2,0.641,0.197,1.85,1,0.687,3,0.843,4,0.648
1523149556564,31,13450,5,0.713,-0.009,1.85,1,0.726,3,1.028,4,0.535
1523149556564,0,13450,2,0.641,0.197,1.85,1,0.687,3,0.843,4,0.648
1523149556564,0,13450,5,0.713,-0.009,1.85,1,0.726,3,1.028,4,0.535
1523149556564,0,13450,2,0.641,0.197,1.85,1,0.641,3,0.843,4,0.648
1523149556689,125,13575,2,0.641,0.197,1.85,1,0.641,3,0.843,4,0.648
1523149556689,0,13575,5,0.717,-0.004,1.85,1,0.726,3,1.028,4,0.535
1523149556689,0,13575,2,0.641,0.197,1.85,1,0.641,3,0.843,4,0.648
1523149556705,16,13591,5,0.717,-0.004,1.85,1,0.726,3,1.028,4,0.535
1523149556705,0,13591,2,0.641,0.197,1.85,1,0.641,3,0.755,4,0.722
1523149556736,31,13622,5,0.717,-0.004,1.85,1,0.726,3,1.028,4,0.535
1523149556736,0,13622,2,0.641,0.197,1.85,1,0.641,3,0.755,4,0.722
1523149556752,16,13638,5,0.717,-0.004,1.85,1,0.722,3,1.028,4,0.535
1523149556752,0,13638,2,0.641,0.197,1.85,1,0.641,3,0.755,4,0.722
1523149556752,0,13638,5,0.717,-0.004,1.85,1,0.722,3,1.028,4,0.535
1523149556814,62,13700,2,0.641,0.197,1.85,1,0.641,3,0.755,4,0.722
1523149556814,0,13700,5,0.717,-0.004,1.85,1,0.722,3,1.028,4,0.535
1523149556830,16,13716,2,0.574,0.251,1.85,1,0.641,3,0.755,4,0.722
1523149556830,0,13716,5,0.717,-0.004,1.85,1,0.722,3,1.028,4,0.535
1523149556830,0,13716,2,0.574,0.251,1.85,1,0.641,3,0.755,4,0.722
1523149556893,63,13779,5,0.717,-0.004,1.85,1,0.722,3,1.028,4,0.535
1523149556893,0,13779,2,0.574,0.251,1.85,1,0.641,3,0.755,4,0.722
1523149556908,15,13794,5,0.717,-0.004,1.85,1,0.722,3,1.028,4,0.535
1523149556908,0,13794,2,0.574,0.251,1.85,1,0.62,3,0.652,4,0.799
1523149556986,78,13872,5,0.714,-0.008,1.85,1,0.722,3,1.028,4,0.535
1523149556986,0,13872,2,0.574,0.251,1.85,1,0.62,3,0.652,4,0.799
1523149556986,0,13872,5,0.714,-0.008,1.85,1,0.722,3,1.028,4,0.535
1523149557002,16,13888,2,0.574,0.251,1.85,1,0.62,3,0.652,4,0.799
1523149557002,0,13888,5,0.714,-0.008,1.85,1,0.722,3,1.028,4,0.535
1523149557049,47,13935,2,0.574,0.251,1.85,1,0.62,3,0.652,4,0.799
1523149557049,0,13935,5,0.714,-0.008,1.85,1,0.722,3,1.028,4,0.535
1523149557049,0,13935,2,0.574,0.251,1.85,1,0.62,3,0.652,4,0.799
1523149557111,62,13997,5,0.714,-0.008,1.85,1,0.724,3,1.032,4,0.537
1523149557111,0,13997,2,0.574,0.251,1.85,1,0.62,3,0.652,4,0.799
1523149557111,0,13997,5,0.714,-0.008,1.85,1,0.724,3,1.032,4,0.537
1523149557143,32,14029,5,0.714,-0.008,1.85,1,0.724,3,1.032,4,0.537
1523149557143,0,14029,2,0.516,0.333,1.85,1,0.62,3,0.652,4,0.799
1523149557143,0,14029,5,0.714,-0.008,1.85,1,0.724,3,1.032,4,0.537
1523149557205,62,14091,2,0.516,0.333,1.85,1,0.62,3,0.652,4,0.799
1523149557205,0,14091,5,0.714,-0.008,1.85,1,0.724,3,1.032,4,0.537
1523149557205,0,14091,2,0.516,0.333,1.85,1,0.62,3,0.652,4,0.799
1523149557252,47,14138,5,0.714,-0.008,1.85,1,0.724,3,1.032,4,0.537
1523149557252,0,14138,2,0.516,0.333,1.85,1,0.625,3,0.605,4,0.88
1523149557283,31,14169,5,0.715,-0.012,1.85,1,0.724,3,1.032,4,0.537
1523149557283,0,14169,2,0.516,0.333,1.85,1,0.625,3,0.605,4,0.88
1523149557299,16,14185,5,0.715,-0.012,1.85,1,0.724,3,1.032,4,0.537
1523149557299,0,14185,2,0.516,0.333,1.85,1,0.625,3,0.605,4,0.88
1523149557299,0,14185,5,0.715,-0.012,1.85,1,0.724,3,1.032,4,0.537
1523149557408,109,14294,2,0.516,0.333,1.85,1,0.625,3,0.605,4,0.88
1523149557408,0,14294,5,0.715,-0.012,1.85,1,0.724,3,1.032,4,0.537
1523149557408,0,14294,2,0.516,0.333,1.85,1,0.625,3,0.605,4,0.88
1523149557408,0,14294,5,0.715,-0.012,1.85,1,0.723,3,1.03,4,0.532
1523149557439,31,14325,5,0.715,-0.012,1.85,1,0.723,3,1.03,4,0.532
1523149557439,0,14325,2,0.465,0.379,1.85,1,0.625,3,0.605,4,0.88
1523149557439,0,14325,5,0.715,-0.012,1.85,1,0.723,3,1.03,4,0.532
1523149557455,16,14341,5,0.715,-0.012,1.85,1,0.723,3,1.03,4,0.532
1523149557455,0,14341,2,0.465,0.379,1.85,1,0.625,3,0.605,4,0.88
1523149557455,0,14341,5,0.715,-0.012,1.85,1,0.723,3,1.03,4,0.532
1523149557471,16,14357,5,0.715,-0.012,1.85,1,0.723,3,1.03,4,0.532
1523149557471,0,14357,2,0.465,0.379,1.85,1,0.627,3,0.605,4,0.88
1523149557549,78,14435,5,0.715,-0.012,1.85,1,0.723,3,1.03,4,0.532
1523149557549,0,14435,2,0.465,0.379,1.85,1,0.627,3,0.605,4,0.88
1523149557564,15,14450,5,0.715,-0.012,1.85,1,0.723,3,1.03,4,0.532
1523149557564,0,14450,2,0.465,0.379,1.85,1,0.627,3,0.543,4,0.935
1523149557564,0,14450,5,0.715,-0.012,1.85,1,0.723,3,1.03,4,0.532
1523149557596,32,14482,2,0.465,0.379,1.85,1,0.627,3,0.543,4,0.935
1523149557596,0,14482,5,0.717,-0.009,1.85,1,0.723,3,1.03,4,0.532
1523149557596,0,14482,2,0.465,0.379,1.85,1,0.627,3,0.543,4,0.935
1523149557611,15,14497,5,0.717,-0.009,1.85,1,0.724,3,1.03,4,0.532
1523149557611,0,14497,2,0.465,0.379,1.85,1,0.627,3,0.543,4,0.935
1523149557705,94,14591,5,0.717,-0.009,1.85,1,0.724,3,1.03,4,0.532
1523149557705,0,14591,2,0.465,0.379,1.85,1,0.627,3,0.543,4,0.935
1523149557705,0,14591,5,0.717,-0.009,1.85,1,0.724,3,1.03,4,0.532
1523149557736,31,14622,2,0.425,0.43,1.85,1,0.627,3,0.543,4,0.935
1523149557736,0,14622,5,0.717,-0.009,1.85,1,0.724,3,1.027,4,0.537
1523149557767,31,14653,2,0.425,0.43,1.85,1,0.627,3,0.543,4,0.935
1523149557767,0,14653,5,0.717,-0.009,1.85,1,0.724,3,1.027,4,0.537
1523149557767,0,14653,2,0.425,0.43,1.85,1,0.627,3,0.543,4,0.935
1523149557783,16,14669,5,0.717,-0.009,1.85,1,0.724,3,1.027,4,0.537
1523149557783,0,14669,2,0.425,0.43,1.85,1,0.671,3,0.543,4,0.935
1523149557861,78,14747,5,0.717,-0.009,1.85,1,0.724,3,1.027,4,0.537
